Sesso;Standard studio;Tipo istituto (school  / College );Numero Fratelli;Lavoro padre;Lavoro madre;Tipo esame universitario;Prestazione esame universitario prima elencato;Prestazioni inglese;Prima COVID-19 numero ore autoapprendimento;Durante COVID-19 numero ore autoapprendimento;Apprendimento durante covid ore online;"Ore totali di apprendimento online con istruzione ( Insegnamento )
";Parere sull'integrazione delle TIC (Information Communication Technology);Parere le TIC possono contrastare la carenza nell'apprendimento tradizionale;Opinione le TIC hanno un impatto sulla tua vita quotidiana;Opinione La tecnologia ha cambiato il modo in cui comunichi con i tuoi insegnanti;"Parere L'integrazione delle TIC può elevare gli standard educativi
";"Parere le TIC hanno migliorato la comunicazione tra insegnanti e studenti
";"Parere L'istruzione abilitata alle TIC è un buon complemento alla comunicazione faccia a faccia
";"Cambiamenti TIC Gli insegnanti usano WhatsApp per insegnare e ti incoraggiano a usare le TIC per l'apprendimento.
";"Cambiamenti TIC L'insegnante condivide contenuti elettronici per la lettura supplementare utilizzando WhatsApp
";Cambiamenti  TIC Gli insegnanti consentono l'invio di compiti tramite WhatsApp.;"Cambiamenti  TIC I gruppi elettronici all'interno della classe vengono utilizzati per fare annunci e organizzare riunioni.
";Cambiamenti TIC WhatsApp ha permesso l'interazione con gli studenti che studiano in altre università tramite Internet.; Cambiamenti  TIC WhatsApp consente il contatto con insegnanti e studenti 24 ore su 24, 7 giorni su 7, per le attività legate allo studio; Cambiamenti TIC La frequenza di interazione con gli insegnanti è aumentata a causa di WhatsApp; Cambiamenti  TIC WhatsApp ti aiuta a superare le inibizioni per interagire con insegnanti e studenti; CambiamentI TIC WhatsApp ti aiuta a documentare e condividere materiali didattici;  Ostacolo mancanza di tempo all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo pressione del programma all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo incapicità dell'infrastruttura all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo dipendenza della tecnologia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo interazione faccia a faccia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo costoso all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo inaffidabilità dei contenuti online all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo connesione all'integrazione delle ICT nel processo di insegnamento-apprendimento;Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Dipendenza dalla tecnologia];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Non interagire faccia a faccia con le persone];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Stress];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Aumenta le spese];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [sovraccarico di informazioni];"4.Svantaggi dell'utilizzo delle TIC per l'insegnamento e l'apprendimento [Gli insegnanti non sanno se gli studenti utilizzano WhatsApp per motivi personali]
";;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Average;Below Average;4-7 hrs;less than  4 hrs;less than 4 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Agree;Disagree;Strongly agree;Disagree;Disagree;Strongly agree;Disagree;Strongly agree;Agree;Disagree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;Service;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly disagree;Strongly disagree;Agree;Neither;Agree;Agree;Agree;Strongly agree;Neither;Neither;Neither;Agree;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Service;Service;Technical;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Neither;Neither;Strongly Disagree;Agree;Strongly Disagree;Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Neither;Strongly agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Average;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Service;House wife;Technical;Below Average;Excellent;less than  4 hrs;less than  4 hrs;less than 4 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Disagree;Disagree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Neither;Neither;Strongly agree;Strongly agree;Strongly agree;Neither;Agree;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Neither;Neither;Disagree;Neither;Agree;Neither;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Disagree;Neither;Strongly agree;Agree;Agree;Neither;Neither;Strongly agree;Agree;Strongly agree;Neither;Agree;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Good;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Disagree;Strongly agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Science;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Strongly Agree;Disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Neither;Agree;Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Disagree;Disagree;Disagree;Strongly agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Excellent;Good;less than  4 hrs;less than  4 hrs;above 7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Agree;Agree;Disagree;Strongly Agree;Agree;Agree;Neither;Neither;Strongly Agree;Agree;Strongly agree;Neither;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Neither;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Neither;Neither;Strongly Agree;Agree;Neither;Neither;Agree;Neither;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;Strongly agree;Disagree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Science;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Disagree;Agree;Agree;Neither;Disagree;Disagree;Neither;Agree;Agree;Agree;Disagree;Neither;Neither;Neither;Agree;Disagree;Agree;Strongly agree;Neither;Agree;Disagree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Science;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Excellent;Average;less than  4 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;Others;Technical;Average;Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Neither;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Neither;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;No ( 0 );Service;Service;Technical;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Neither;Agree;Neither;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Science;Average;Good;4-7 hrs;4-7 hrs;above 7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly agree;Strongly agree;Neither;Neither;Agree;Neither;Strongly agree;Neither;Neither;Agree;Neither;Neither;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Below Average;Good;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Free;Service;Technical;Below Average;Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Neither;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Neither;Strongly agree;Strongly agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Over four;Service;House wife;Technical;Good;Good;above 7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Neither;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Neither;Neither;Neither;Neither;Neither;Neither;Neither;Agree;Neither;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Neither;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Neither;Strongly Agree;Strongly Agree;Neither;Strongly Disagree;Strongly Disagree;Neither;Neither;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Neither;Disagree;Strongly disagree;Strongly disagree;Disagree;Disagree;Disagree;Disagree;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;Others;Science;Excellent;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Commerce;Good;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;4-7 hrs;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly agree;Neither;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Commerce;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;Service;Commerce;Good;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Neither;Agree;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Good;Good;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Disagree;Disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Disagree;Neither;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Commerce;Good;Good;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Good;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Agree;Agree;Neither;Neither;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Neither;Agree;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Over four;Others;House wife;Commerce;Average;Average;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly disagree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Disagree;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;No ( 0 );Others;House wife;Commerce;Average;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Strongly Agree;Strongly agree;Strongly agree;Neither;Neither;Neither;Neither;Neither;Agree;Agree;Strongly agree;Neither;Neither;Neither;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Good;Good;above 7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Neither;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;Three;Others;House wife;Commerce;Below Average;Average;less than  4 hrs;less than  4 hrs;If i trury tell i did not take lectures properly  i just open up the link after then i left the phone ;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Others;House wife;Science;Good;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Neither;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Neither;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Neither;Neither;Neither;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Commerce;Average;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Neither;Agree;Agree;Strongly agree;Agree;Neither;Neither;Strongly agree;Disagree;Agree;Agree;Neither;Agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Technical;Excellent;Excellent;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Neither;Neither;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Excellent;Good;less than  4 hrs;4-7 hrs;4-7 hrs;above 7 hrs;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Neither;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Neither;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Commerce;Average;Average;4-7 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Strongly Agree;Agree;Neither;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither;Strongly Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neither;Agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Commerce;Good;Good;less than  4 hrs;above 7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Neither;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Disagree;Neither;Neither;Strongly agree;Neither;Disagree;Neither;Agree;Neither;Agree;Agree;Neither;Neither;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Others;House wife;Commerce;Good;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Agree;Agree;Agree;Neither;Disagree;Neither;Strongly agree;Agree;Neither;Neither;Neither;Agree;Neither;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Arts;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Neither;Neither;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;House wife;Medical;Good;Good;4-7 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Strongly agree;Strongly agree;Strongly agree;Disagree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Others;House wife;Commerce;Good;Average;less than  4 hrs;4-7 hrs;less than 4 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Neither;Strongly Agree;Agree;Strongly Agree;Neither;Disagree;Disagree;Neither;Disagree;Neither;Neither;Neither;Neither;Agree;Neither;Neither;Neither;Neither;Disagree;Neither;Strongly agree;Agree;Agree;Agree;Neither;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Disagree;Agree;Neither;Agree;Neither;Agree;Agree;Agree;Neither;Neither;Strongly agree;Neither;Disagree;Disagree;Agree;Strongly agree;Agree;Agree;Neither;Neither;Agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Strongly agree;;;;;;
Male;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Neither;Neither;Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Agree;Disagree;Strongly agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
